"Actinomyces","Adlercreutzia","Agathobacter","Akkermansia","Alistipes","Allisonella","Anaerofilum","Anaerofustis","Anaerostipes","Anaerotruncus","Anaerovoracaceae Family XIII AD3011 group","Anaerovoracaceae Family XIII UCG_001","Bacilli RF39","Bacteroides","Barnesiella","Barnesiellaceae uncultured","Bifidobacterium","Bilophila","Blautia","Butyricicoccaceae UCG-008","Butyricicoccaceae UCG-009","Butyricicoccus","Butyricimonas","Candidatus Soleaferrea","Christensenella","Christensenellaceae R-7 group","Christensenellaceae uncultured","Clostridia UCG-014","Clostridia class","Clostridia vadinBB60 group","Clostridium sensu stricto 1","Colidextribacter","Collinsella","Coprobacter","Coprococcus","Coriobacteriales Incertae Sedis uncultured","Defluviitaleaceae UCG-011","Desulfovibrio","Desulfovibrionaceae uncultured","Dialister","Dielma","Dorea","Eggerthella","Eggerthellaceae uncultured","Eisenbergiella","Enterorhabdus","Erysipelatoclostridium","Erysipelotrichaceae UCG-003","Erysipelotrichaceae uncultured","Escherichia-Shigella","Faecalibacterium","Flavonifractor","Fournierella","Fusicatenibacter","Gastranaerophilales","Gordonibacter","Haemophilus","Holdemanella","Holdemania","Intestinibacter","Intestinimonas","Izemoplasmatales","Lachnoclostridium","Lachnospira","Lachnospiraceae","Lachnospiraceae CAG-56","Lachnospiraceae FCS020 group","Lachnospiraceae GCA-900066575","Lachnospiraceae NC2004 group","Lachnospiraceae ND3007 group","Lachnospiraceae NK4A136 group","Lachnospiraceae UCG-004","Lachnospiraceae UCG-008","Lachnospiraceae UCG-010","Lachnospiraceae family","Lachnospiraceae uncultured","Lactobacillus","Lactococcus","Marvinbryantia","Merdibacter","Methanobrevibacter","Monoglobus","Moryella","Muribaculaceae","Negativibacillus","Odoribacter","Olsenella","Oscillibacter","Oscillospira","Oscillospiraceae NK4A214 group","Oscillospiraceae UCG-002","Oscillospiraceae UCG-003","Oscillospiraceae UCG-005","Oscillospiraceae UCG-007","Oscillospiraceae family","Oscillospiraceae uncultured","Oscillospirales UCG-010","Oscillospirales class","Oscillospirales order uncultured","Oxalobacter","Paludicola","Papillibacter","Parabacteroides","Paraprevotella","Parasutterella","Peptococcaceae uncultured","Peptococcus","Peptostreptococcaceae family","Phascolarctobacterium","Phocea","Prevotella","Rhodospirillales uncultured","Romboutsia","Roseburia","Rothia","Ruminococcaceae CAG-352","Ruminococcaceae DTU089","Ruminococcaceae Incertae Sedis","Ruminococcaceae UBA1819","Ruminococcaceae family","Ruminococcaceae uncultured","Ruminococcus","Senegalimassilia","Slackia","Streptococcus","Subdoligranulum","Sutterella","Terrisporobacter","Turicibacter","Tyzzerella","Veillonella","[Clostridium] methylpentosum group","[Eubacterium] brachy group","[Eubacterium] coprostanoligenes group","[Eubacterium] eligens group","[Eubacterium] fissicatena group","[Eubacterium] hallii group","[Eubacterium] ruminantium group","[Eubacterium] siraeum group","[Eubacterium] ventriosum group","[Eubacterium] xylanophilum group","[Ruminococcus] gauvreauii group","[Ruminococcus] torques group"
0.00803908,0.018317586,0.005603811,0.011266784,0.016304454,0.024125564,0.005668858,0.014055952,0.008085962,0.01117428,0.007322686,0.030902886,0.039044444,0.018097461,0.007419756,0.0155521,0.018778101,0.005464768,0.041952507,0.011471793,0.026797031,0.037810712,0.041752505,0.013123124,0.008891333,0.007839255,0.012307495,0.00178809,0.052566342,0.020721847,0.040448377,0.019393865,0.007564481,0.019892837,0.028854872,0.00678215,0.0058274,0.015475516,0.007141008,0.009644376,0.004774933,0.010340074,0.00431568,0.00516924,0.01242104,0.023128096,0.005476157,0.023954757,0.019774714,0.03786926,0.02476474,0.027179161,0.132660418,0.004947484,0.007082218,0.014321194,0.017719549,0.078746126,0.018828166,0.016810399,0.017890191,0.00803908,0.018317586,0.005603811,0.011266784,0.016304454,0.024125564,0.005668858,0.014055952,0.008085962,0.01117428,0.007322686,0.030902886,0.039044444,0.018097461,0.007419756,0.0155521,0.018778101,0.005464768,0.041952507,0.011471793,0.026797031,0.037810712,0.041752505,0.013123124,0.008891333,0.007839255,0.012307495,0.00178809,0.052566342,0.020721847,0.040448377,0.019393865,0.007564481,0.019892837,0.028854872,0.00678215,0.0058274,0.015475516,0.007141008,0.009644376,0.004774933,0.010340074,0.00431568,0.00516924,0.01242104,0.023128096,0.005476157,0.023954757,0.019774714,0.03786926,0.02476474,0.027179161,0.132660418,0.004947484,0.007082218,0.014321194,0.017719549,0.078746126,0.018828166,0.016810399,0.017890191,0.00803908,0.018317586,0.005603811,0.011266784,0.016304454,0.024125564,0.005668858,0.014055952,0.008085962,0.01117428,0.007322686,0.030902886,0.039044444,0.018097461,0.007419756,0.0155521,0.018778101,0.005464768,0.041952507,0.011471793,0.026797031
0.05867942,0.111709236,0.096869508,0.126559124,0.131861051,0.277013882,0.064520998,0.098294661,0.194711694,0.098916179,0.101448265,0.074517695,0.120311111,0.067634938,0.209534549,0.123541991,0.055880908,0.117558195,0.098807388,0.104254649,0.136571739,0.11707664,0.078524058,0.167890894,0.098689769,0.069643622,0.090772587,0.030587565,0.111011427,0.113686965,0.063478394,0.070079576,0.032405261,0.136617594,0.120193077,0.106872867,0.106412408,0.123833166,0.132967198,0.077415926,0.128400397,0.078912815,0.066138003,0.055617661,0.089934471,0.181564048,0.070601482,0.101743755,0.107970294,0.09919146,0.102650316,0.246284651,0.120679033,0.138245671,0.109278398,0.09116618,0.122995256,0.154370945,0.127719548,0.089238845,0.136212215,0.05867942,0.111709236,0.096869508,0.126559124,0.131861051,0.277013882,0.064520998,0.098294661,0.194711694,0.098916179,0.101448265,0.074517695,0.120311111,0.067634938,0.209534549,0.123541991,0.055880908,0.117558195,0.098807388,0.104254649,0.136571739,0.11707664,0.078524058,0.167890894,0.098689769,0.069643622,0.090772587,0.030587565,0.111011427,0.113686965,0.063478394,0.070079576,0.032405261,0.136617594,0.120193077,0.106872867,0.106412408,0.123833166,0.132967198,0.077415926,0.128400397,0.078912815,0.066138003,0.055617661,0.089934471,0.181564048,0.070601482,0.101743755,0.107970294,0.09919146,0.102650316,0.246284651,0.120679033,0.138245671,0.109278398,0.09116618,0.122995256,0.154370945,0.127719548,0.089238845,0.136212215,0.05867942,0.111709236,0.096869508,0.126559124,0.131861051,0.277013882,0.064520998,0.098294661,0.194711694,0.098916179,0.101448265,0.074517695,0.120311111,0.067634938,0.209534549,0.123541991,0.055880908,0.117558195,0.098807388,0.104254649,0.136571739
0.002332507,0.001813067,0.004381161,0,0.005330678,0,0.002532537,0.002104998,0,0.002562523,0.003091801,0.003154188,0.001844444,0.002982623,0.006553573,0.007387247,0.004231685,0.002942567,0.00185752,0.001218615,0.003802281,0,0.001961338,0.003874233,0.002856491,0.002354452,0.002489733,0.003394779,0,0.002558494,0.009764838,0,0.003709036,0.004265723,0.006947037,0,0,0.003222856,0.002602925,0.002899111,0.004618092,0.005252101,0,0.003891639,0.002762855,0.004394904,0.007523318,0.003285532,0.002824959,0,0,0.002072588,0.005453235,0,0.004475408,0,0.003212609,0,0.001505159,0,0.002714374,0.002332507,0.001813067,0.004381161,0,0.005330678,0,0.002532537,0.002104998,0,0.002562523,0.003091801,0.003154188,0.001844444,0.002982623,0.006553573,0.007387247,0.004231685,0.002942567,0.00185752,0.001218615,0.003802281,0,0.001961338,0.003874233,0.002856491,0.002354452,0.002489733,0.003394779,0,0.002558494,0.009764838,0,0.003709036,0.004265723,0.006947037,0,0,0.003222856,0.002602925,0.002899111,0.004618092,0.005252101,0,0.003891639,0.002762855,0.004394904,0.007523318,0.003285532,0.002824959,0,0,0.002072588,0.005453235,0,0.004475408,0,0.003212609,0,0.001505159,0,0.002714374,0.002332507,0.001813067,0.004381161,0,0.005330678,0,0.002532537,0.002104998,0,0.002562523,0.003091801,0.003154188,0.001844444,0.002982623,0.006553573,0.007387247,0.004231685,0.002942567,0.00185752,0.001218615,0.003802281
0.039168513,0.011457837,0.006800988,0.030155217,0.034659169,0,0.006222327,0.029004346,0.006464446,0.006343294,0.009810075,0.029040284,0.038088889,0,0.006210368,0,0,0,0,0.027114193,0.035009441,0.001923263,0.003527586,0.022103283,0.018600721,0.026621361,0.0025154,0.008957725,0,0,0.01973803,0.018147116,0,0.013265359,0,0.007127738,0,0.010220229,0.047970128,0.016167375,0.009271038,0,0,0.027157422,0.002184308,0.0090092,0.006499738,0.004510873,0.002274181,0,0,0.001978379,0,0,0.002629879,0,0.005760108,0.008784251,0.01360116,0,0.003260774,0.039168513,0.011457837,0.006800988,0.030155217,0.034659169,0,0.006222327,0.029004346,0.006464446,0.006343294,0.009810075,0.029040284,0.038088889,0,0.006210368,0,0,0,0,0.027114193,0.035009441,0.001923263,0.003527586,0.022103283,0.018600721,0.026621361,0.0025154,0.008957725,0,0,0.01973803,0.018147116,0,0.013265359,0,0.007127738,0,0.010220229,0.047970128,0.016167375,0.009271038,0,0,0.027157422,0.002184308,0.0090092,0.006499738,0.004510873,0.002274181,0,0,0.001978379,0,0,0.002629879,0,0.005760108,0.008784251,0.01360116,0,0.003260774,0.039168513,0.011457837,0.006800988,0.030155217,0.034659169,0,0.006222327,0.029004346,0.006464446,0.006343294,0.009810075,0.029040284,0.038088889,0,0.006210368,0,0,0,0,0.027114193,0.035009441
0,0.006345735,0.007208538,0.004824835,0.007127097,0,0,0.007052227,0.004215943,0.006889405,0.002650115,0.004690495,0.003266667,0.003991239,0.008661829,0.00618844,0.009049004,0.004348169,0.004506596,0.005609833,0.005742221,0.003814203,0.005940454,0,0.005431357,0.003183861,0.005903491,0.003455246,0.004662858,0.004199055,0.00408373,0.001923995,0.002976989,0,0.005520294,0.006717353,0.006439617,0.002075984,0.003665899,0.004561268,0.003973302,0.003249737,0.004307428,0.002034075,0.002762855,0.006036801,0.007293013,0.003770282,0.003375737,0,0.001623917,0,0.006515042,0.001824892,0.003368091,0.004241974,0.003840072,0,0.002681919,0,0.001621574,0,0.006345735,0.007208538,0.004824835,0.007127097,0,0,0.007052227,0.004215943,0.006889405,0.002650115,0.004690495,0.003266667,0.003991239,0.008661829,0.00618844,0.009049004,0.004348169,0.004506596,0.005609833,0.005742221,0.003814203,0.005940454,0,0.005431357,0.003183861,0.005903491,0.003455246,0.004662858,0.004199055,0.00408373,0.001923995,0.002976989,0,0.005520294,0.006717353,0.006439617,0.002075984,0.003665899,0.004561268,0.003973302,0.003249737,0.004307428,0.002034075,0.002762855,0.006036801,0.007293013,0.003770282,0.003375737,0,0.001623917,0,0.006515042,0.001824892,0.003368091,0.004241974,0.003840072,0,0.002681919,0,0.001621574,0,0.006345735,0.007208538,0.004824835,0.007127097,0,0,0.007052227,0.004215943,0.006889405,0.002650115,0.004690495,0.003266667,0.003991239,0.008661829,0.00618844,0.009049004,0.004348169,0.004506596,0.005609833,0.005742221
0.007422947,0.006925169,0.023434117,0.006945641,0.017300295,0.008297712,0,0.01184425,0.004648347,0.012070462,0.011623312,0.013051813,0.007444444,0.014696983,0.047917892,0.016038103,0.019250387,0.012124954,0.006881266,0.021882551,0.009984222,0.016557843,0.01934528,0.009898329,0.016562286,0.01270869,0.009843429,0.005873918,0.013646237,0.013456506,0.026766491,0.008788807,0.009028574,0.008656297,0.015587498,0.018402523,0.005079135,0.020934048,0.002112321,0.015471589,0.020737849,0.018185399,0.013945505,0.010195591,0.014416435,0.019759377,0.017298515,0.0022891,0.011139933,0,0.002248501,0.009067571,0.01608442,0.004339187,0.007359048,0.003825028,0.015121853,0.02969701,0.009441449,0.011561055,0.012849211,0.007422947,0.006925169,0.023434117,0.006945641,0.017300295,0.008297712,0,0.01184425,0.004648347,0.012070462,0.011623312,0.013051813,0.007444444,0.014696983,0.047917892,0.016038103,0.019250387,0.012124954,0.006881266,0.021882551,0.009984222,0.016557843,0.01934528,0.009898329,0.016562286,0.01270869,0.009843429,0.005873918,0.013646237,0.013456506,0.026766491,0.008788807,0.009028574,0.008656297,0.015587498,0.018402523,0.005079135,0.020934048,0.002112321,0.015471589,0.020737849,0.018185399,0.013945505,0.010195591,0.014416435,0.019759377,0.017298515,0.0022891,0.011139933,0,0.002248501,0.009067571,0.01608442,0.004339187,0.007359048,0.003825028,0.015121853,0.02969701,0.009441449,0.011561055,0.012849211,0.007422947,0.006925169,0.023434117,0.006945641,0.017300295,0.008297712,0,0.01184425,0.004648347,0.012070462,0.011623312,0.013051813,0.007444444,0.014696983,0.047917892,0.016038103,0.019250387,0.012124954,0.006881266,0.021882551,0.009984222
0.013349568,0.055980785,0.043862554,0.047121668,0.044441841,0.004459855,0.022927009,0.01185395,0.090999503,0.039614081,0.028337634,0.014438568,0.030311111,0.053571943,0.054585867,0.031687403,0.013526278,0.098956965,0.070437995,0.022428827,0.012881198,0.051758412,0.015747143,0.032606261,0.012485416,0.029965753,0.02213809,0.009985661,0.016597412,0.031580798,0.007722973,0.018239468,0.01068788,0.049284711,0.048789269,0.038878569,0.015917645,0.081152098,0.029477098,0.025,0.036665912,0.029017857,0.008606605,0.01314584,0.017025798,0.038053786,0.017093798,0.015283108,0.032709118,0.043174972,0.008931546,0.071150993,0.04991807,0.071576301,0.040071053,0.028297953,0.070564466,0.04430027,0.051394324,0.048327292,0.01533445,0.013349568,0.055980785,0.043862554,0.047121668,0.044441841,0.004459855,0.022927009,0.01185395,0.090999503,0.039614081,0.028337634,0.014438568,0.030311111,0.053571943,0.054585867,0.031687403,0.013526278,0.098956965,0.070437995,0.022428827,0.012881198,0.051758412,0.015747143,0.032606261,0.012485416,0.029965753,0.02213809,0.009985661,0.016597412,0.031580798,0.007722973,0.018239468,0.01068788,0.049284711,0.048789269,0.038878569,0.015917645,0.081152098,0.029477098,0.025,0.036665912,0.029017857,0.008606605,0.01314584,0.017025798,0.038053786,0.017093798,0.015283108,0.032709118,0.043174972,0.008931546,0.071150993,0.04991807,0.071576301,0.040071053,0.028297953,0.070564466,0.04430027,0.051394324,0.048327292,0.01533445,0.013349568,0.055980785,0.043862554,0.047121668,0.044441841,0.004459855,0.022927009,0.01185395,0.090999503,0.039614081,0.028337634,0.014438568,0.030311111,0.053571943,0.054585867,0.031687403,0.013526278,0.098956965,0.070437995,0.022428827,0.012881198
0,0.002196241,0,0,0.004120048,0.007649246,0,0.002958637,0,0,0.001697004,0,0.001222222,0.001628195,0.001944826,0.003823224,0,0,0.004907652,0,0,0.001583864,0.00657542,0,0,0,0.0012577,0,0.016042591,0.001679622,0,0,0,0,0.003253507,0,0,0.002976061,0,0,0,0,0.011420461,0,0,0,0.002047161,0,0.002185346,0,0,0,0,0,0,0,0,0,0,0.003895346,0,0,0.002196241,0,0,0.004120048,0.007649246,0,0.002958637,0,0,0.001697004,0,0.001222222,0.001628195,0.001944826,0.003823224,0,0,0.004907652,0,0,0.001583864,0.00657542,0,0,0,0.0012577,0,0.016042591,0.001679622,0,0,0,0,0.003253507,0,0,0.002976061,0,0,0,0,0.011420461,0,0,0,0.002047161,0,0.002185346,0,0,0,0,0,0,0,0,0,0,0.003895346,0,0,0.002196241,0,0,0.004120048,0.007649246,0,0.002958637,0,0,0.001697004,0,0.001222222,0.001628195,0.001944826,0.003823224,0,0,0.004907652,0,0
0,0.007644788,0,0,0.003514733,0,0.001492688,0.003259351,0.01284241,0,0,0.008769187,0.005333333,0.009394542,0,0,0,0,0.005139842,0.006387226,0.001901141,0.003725313,0.006518978,0.001746764,0.00354044,0,0,0,0.006764095,0,0,0.004463667,0.002928186,0.016230557,0.019787722,0,0.003877375,0.006707025,0,0.0118477,0.00711012,0.001674107,0.001930916,0.001538164,0.001747447,0.00556971,0.003672096,0,0.005365646,0.004819532,0,0.003108882,0,0.005069143,0,0,0,0,0,0.004791068,0,0,0.007644788,0,0,0.003514733,0,0.001492688,0.003259351,0.01284241,0,0,0.008769187,0.005333333,0.009394542,0,0,0,0,0.005139842,0.006387226,0.001901141,0.003725313,0.006518978,0.001746764,0.00354044,0,0,0,0.006764095,0,0,0.004463667,0.002928186,0.016230557,0.019787722,0,0.003877375,0.006707025,0,0.0118477,0.00711012,0.001674107,0.001930916,0.001538164,0.001747447,0.00556971,0.003672096,0,0.005365646,0.004819532,0,0.003108882,0,0.005069143,0,0,0,0,0,0.004791068,0,0,0.007644788,0,0,0.003514733,0,0.001492688,0.003259351,0.01284241,0,0,0.008769187,0.005333333,0.009394542,0,0,0,0,0.005139842,0.006387226,0.001901141
0.001863072,0,0,0,0.003338996,0,0.001844895,0.00172668,0,0.002212451,0.002626868,0.003385314,0.003488889,0,0.003971367,0.003628823,0.003230438,0.002653565,0.001266491,0,0.004617056,0.001737402,0.002398758,0.004008599,0,0.00296982,0.003195585,0.002263186,0,0.001757744,0,0.002016346,0,0.002850752,0.001786762,0.003347877,0,0.002467953,0.002616552,0.004599923,0.004286984,0.00262605,0.002384764,0.001470922,0,0.001330502,0.005041135,0.002019794,0,0,0,0.003038225,0,0.002595401,0.003206607,0.003480594,0.004793816,0,0.004679675,0,0.001674451,0.001863072,0,0,0,0.003338996,0,0.001844895,0.00172668,0,0.002212451,0.002626868,0.003385314,0.003488889,0,0.003971367,0.003628823,0.003230438,0.002653565,0.001266491,0,0.004617056,0.001737402,0.002398758,0.004008599,0,0.00296982,0.003195585,0.002263186,0,0.001757744,0,0.002016346,0,0.002850752,0.001786762,0.003347877,0,0.002467953,0.002616552,0.004599923,0.004286984,0.00262605,0.002384764,0.001470922,0,0.001330502,0.005041135,0.002019794,0,0,0,0.003038225,0,0.002595401,0.003206607,0.003480594,0.004793816,0,0.004679675,0,0.001674451,0.001863072,0,0,0,0.003338996,0,0.001844895,0.00172668,0,0.002212451,0.002626868,0.003385314,0.003488889,0,0.003971367,0.003628823,0.003230438,0.002653565,0.001266491,0,0.004617056
0.002963311,0.008214876,0.01569067,0.008854367,0.006521782,0,0.002431907,0.001775182,0.009015631,0.007393508,0.01232071,0.014180251,0.015844444,0.004855768,0.008383997,0.017366511,0.003362678,0.022686669,0.017562005,0.008456771,0,0.003006109,0.012600536,0.005576208,0.012539059,0.011156892,0.015156571,0.001580775,0.001794315,0.003906097,0,0.002478105,0.001878919,0.01965354,0.020774441,0.022333578,0.016801959,0.002148571,0.007440821,0.00871666,0.018507223,0.011882878,0,0.003715129,0.006482083,0.013779193,0.009480917,0.009210261,0.009860706,0.001701633,0.001748834,0.017428578,0.020488956,0.012206497,0.005605795,0.015535776,0.013678689,0,0.016365179,0.006353372,0.013095973,0.002963311,0.008214876,0.01569067,0.008854367,0.006521782,0,0.002431907,0.001775182,0.009015631,0.007393508,0.01232071,0.014180251,0.015844444,0.004855768,0.008383997,0.017366511,0.003362678,0.022686669,0.017562005,0.008456771,0,0.003006109,0.012600536,0.005576208,0.012539059,0.011156892,0.015156571,0.001580775,0.001794315,0.003906097,0,0.002478105,0.001878919,0.01965354,0.020774441,0.022333578,0.016801959,0.002148571,0.007440821,0.00871666,0.018507223,0.011882878,0,0.003715129,0.006482083,0.013779193,0.009480917,0.009210261,0.009860706,0.001701633,0.001748834,0.017428578,0.020488956,0.012206497,0.005605795,0.015535776,0.013678689,0,0.016365179,0.006353372,0.013095973,0.002963311,0.008214876,0.01569067,0.008854367,0.006521782,0,0.002431907,0.001775182,0.009015631,0.007393508,0.01232071,0.014180251,0.015844444,0.004855768,0.008383997,0.017366511,0.003362678,0.022686669,0.017562005,0.008456771,0
0.005618554,0.012383062,0.007081179,0.035377702,0.014234667,0,0,0.005461353,0,0.014142885,0.016226143,0.00458173,0.005022222,0.002593585,0.010672027,0.009752462,0,0.017051127,0.014110818,0.004233638,0.024443237,0,0.004783406,0.014198056,0.007013826,0.008775685,0.01913501,0.007143721,0,0.003300652,0.002055755,0.005402577,0,0.011839983,0.012200651,0.01250594,0.004353544,0.007534515,0.00423827,0.013896405,0.012303295,0.00518645,0.008821151,0.008691048,0.010862507,0.024699222,0.022800261,0.002046725,0.007124582,0,0.014969187,0.023599237,0.003749099,0.008151182,0,0.009354096,0.006475416,0,0.001778824,0.003624547,0.015686966,0.005618554,0.012383062,0.007081179,0.035377702,0.014234667,0,0,0.005461353,0,0.014142885,0.016226143,0.00458173,0.005022222,0.002593585,0.010672027,0.009752462,0,0.017051127,0.014110818,0.004233638,0.024443237,0,0.004783406,0.014198056,0.007013826,0.008775685,0.01913501,0.007143721,0,0.003300652,0.002055755,0.005402577,0,0.011839983,0.012200651,0.01250594,0.004353544,0.007534515,0.00423827,0.013896405,0.012303295,0.00518645,0.008821151,0.008691048,0.010862507,0.024699222,0.022800261,0.002046725,0.007124582,0,0.014969187,0.023599237,0.003749099,0.008151182,0,0.009354096,0.006475416,0,0.001778824,0.003624547,0.015686966,0.005618554,0.012383062,0.007081179,0.035377702,0.014234667,0,0,0.005461353,0,0.014142885,0.016226143,0.00458173,0.005022222,0.002593585,0.010672027,0.009752462,0,0.017051127,0.014110818,0.004233638,0.024443237
0,0.002364464,0,0,0.01427372,0,0,0,0,0,0.001487784,0.00511196,0.0018,0,0.00233706,0,0.003551593,0,0.008274406,0.002657842,0.010398076,0,0.002017779,0,0.006611504,0.002086901,0,0,0,0,0,0,0,0.008968423,0.017840952,0,0,0.002075984,0,0.003604561,0.004635519,0,0,0.002067696,0,0,0.006921965,0,0,0,0,0.002001931,0,0,0,0,0,0,0,0.002166396,0.010258218,0,0.002364464,0,0,0.01427372,0,0,0,0,0,0.001487784,0.00511196,0.0018,0,0.00233706,0,0.003551593,0,0.008274406,0.002657842,0.010398076,0,0.002017779,0,0.006611504,0.002086901,0,0,0,0,0,0,0,0.008968423,0.017840952,0,0,0.002075984,0,0.003604561,0.004635519,0,0,0.002067696,0,0,0.006921965,0,0,0,0,0.002001931,0,0,0,0,0,0,0,0.002166396,0.010258218,0,0.002364464,0,0,0.01427372,0,0,0,0,0,0.001487784,0.00511196,0.0018,0,0.00233706,0,0.003551593,0,0.008274406,0.002657842,0.010398076
0,0.005299016,0,0,0,0.004208409,0,0,0.003394374,0,0,0,0.004333333,0,0,0.002203214,0,0,0.005203166,0.001596806,0.003207367,0,0,0,0,0,0,0,0.004757295,0,0,0,0,0,0.001986773,0,0,0,0,0,0,0,0.003787566,0,0,0.003581033,0,0,0,0,0.0041743,0.002496526,0.001428852,0,0,0,0.001618854,0,0,0,0,0,0.005299016,0,0,0,0.004208409,0,0,0.003394374,0,0,0,0.004333333,0,0,0.002203214,0,0,0.005203166,0.001596806,0.003207367,0,0,0,0,0,0,0,0.004757295,0,0,0,0,0,0.001986773,0,0,0,0,0,0,0,0.003787566,0,0,0.003581033,0,0,0,0,0.0041743,0.002496526,0.001428852,0,0,0,0.001618854,0,0,0,0,0,0.005299016,0,0,0,0.004208409,0,0,0.003394374,0,0,0,0.004333333,0,0,0.002203214,0,0,0.005203166,0.001596806,0.003207367
0,0,0.002750962,0,0.002245524,0,0,0.001687878,0,0.001736354,0.004533092,0,0,0,0.0021246,0.003823224,0.001586882,0,0.002100264,0,0.002715915,0,0.003880344,0,0.002427347,0,0,0,0,0.002949104,0.003764255,0,0,0.007907195,0.002266788,0.002203119,0,0,0,0,0.002073785,0,0,0.002689686,0,0.001677282,0.002674105,0.007500168,0,0.00248375,0,0.002284557,0.004470079,0,0.003783335,0,0,0,0,0,0,0,0,0.002750962,0,0.002245524,0,0,0.001687878,0,0.001736354,0.004533092,0,0,0,0.0021246,0.003823224,0.001586882,0,0.002100264,0,0.002715915,0,0.003880344,0,0.002427347,0,0,0,0,0.002949104,0.003764255,0,0,0.007907195,0.002266788,0.002203119,0,0,0,0,0.002073785,0,0,0.002689686,0,0.001677282,0.002674105,0.007500168,0,0.00248375,0,0.002284557,0.004470079,0,0.003783335,0,0,0,0,0,0,0,0,0.002750962,0,0.002245524,0,0,0.001687878,0,0.001736354,0.004533092,0,0,0,0.0021246,0.003823224,0.001586882,0,0.002100264,0,0.002715915
0.014361788,0.016411062,0.015614254,0.009437589,0.044363736,0.003070286,0.007564068,0.003598867,0.002507945,0.043828941,0.032103587,0.014166655,0.026466667,0.00881819,0.013891613,0.016070503,0.016530019,0.019481372,0.011915567,0.010148125,0.046092962,0.012687074,0.014477212,0.039593318,0.019432189,0.010220462,0.021650411,0.023262443,0.010022193,0.014491621,0.040670621,0.008758023,0.020838925,0.014503459,0.014587445,0.030066094,0.017074056,0.016361076,0.002112321,0.014853112,0.01259955,0.004628414,0.02194973,0.014003177,0.004817286,0.019532909,0.025128907,0.007648287,0.01163741,0,0.014771402,0.023245955,0.00612178,0.003771442,0.010127342,0.029385639,0.019702332,0.003767864,0.010344544,0.02114319,0.016321495,0.014361788,0.016411062,0.015614254,0.009437589,0.044363736,0.003070286,0.007564068,0.003598867,0.002507945,0.043828941,0.032103587,0.014166655,0.026466667,0.00881819,0.013891613,0.016070503,0.016530019,0.019481372,0.011915567,0.010148125,0.046092962,0.012687074,0.014477212,0.039593318,0.019432189,0.010220462,0.021650411,0.023262443,0.010022193,0.014491621,0.040670621,0.008758023,0.020838925,0.014503459,0.014587445,0.030066094,0.017074056,0.016361076,0.002112321,0.014853112,0.01259955,0.004628414,0.02194973,0.014003177,0.004817286,0.019532909,0.025128907,0.007648287,0.01163741,0,0.014771402,0.023245955,0.00612178,0.003771442,0.010127342,0.029385639,0.019702332,0.003767864,0.010344544,0.02114319,0.016321495,0.014361788,0.016411062,0.015614254,0.009437589,0.044363736,0.003070286,0.007564068,0.003598867,0.002507945,0.043828941,0.032103587,0.014166655,0.026466667,0.00881819,0.013891613,0.016070503,0.016530019,0.019481372,0.011915567,0.010148125,0.046092962
